title,rating_ordinal
Raptor,1
The Last Four Things,0
The Cloister and the Hearth Volume Three of Four by Charles Reade Fiction Classics,1
The Last Hunt,2
A Vampire's Claim,2
Blood Will Tell,1
Seven Tears Into the Sea,0
Cardcaptor Sakura Vol. 1,2
The Complete Saki,2
The Door to December,1
Titan,1
A Lasting Impression,2
iBoy,0
Darkness Before Dawn,1
Dancing on Broken Glass,2
Deep Secret,1
Stay,0
The Knight of the Rose,2
Middle School Is Worse Than Meatloaf: A Year Told Through Stuff,0
Brother Grimm,0
Darkness Falls,0
When Calls the Heart,2
The Rising,0
The Blue Lotus,1
Indigo Blue,1
The Love Verb,0
What Happens Next,1
Auracle,1
Queen's Own,2
Angel Fever,1
The Dark God's Bride Trilogy,1
Deception,1
Insanity,0
Surrender,1
Labyrinth of Evil,0
Unattainable,2
Ethan Who Loved Carter,1
Hide and Seek,1
The Fate of a Man and Early Stories,1
Shadows on the Moon,0
Darkness Unmasked,2
Secrets of the Vine: Breaking Through to Abundance,2
On War,1
Victoria,0
Roomies,0
Broken Pieces,2
Hook,1
The Love Affairs of Nathaniel P.,0
The Summer I Became a Nerd,0
East o' the Sun and West o' the Moon,2
Simple Jess,1
Corps Security: The Series,2
A Pair of Blue Eyes,0
The Time Machine/The War of the Worlds,1
Better off Friends,1
Conclave,1
More Than Enough,2
The Guest Cat,0
The Doors of Perception,1
Dreamer's Pool,1
The Rainbow Rowell YA Collection,2
Flame of Sevenwaters,2
Torn,2
You Don't Know My Name,0
The Forgotten,1
A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,2
TekWar,0
Wilhelm Meister's Apprenticeship,0
Voyage of the Beagle,1
The Chocolate Lovers' Diet,1
Blood from a Stone,0
Battle Cry,2
Netherland,0
The Four Seasons of Brambly Hedge,2
Violets Are Blue,1
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,0
Deep Fathom,1
The British Museum Is Falling Down,0
The Denial of Death,2
Shadowstorm,2
Midnight's Mask,2
A Common Life: The Wedding Story,2
The Library Card,0
The Boxcar Children 1-4,2
Folly,1
English August: An Indian Story,0
The Swan Kingdom,0
The Road to Avalon,1
Boneman's Daughters,0
Vampire Chronicles: Interview with the Vampire The Vampire Lestat The Queen of the Damned,2
Fray,1
Profiles in Courage,1
Last of the Nephilim,2
Elizabeth and Her German Garden,0
When the Bough Breaks,1
The Power of a Praying Wife,2
Blood Song,0
Divine By Blood,1
Creatures of Light and Darkness,1
How to Avoid Huge Ships,2
Rough Canvas,2
The Renfield Syndrome,1
Queen of the Dead,1
Legacy,0
Crave,0
A Streetcar Named Desire and Other Plays,1
Dogsbody,1
Hellsing Vol. 01,2
The Gods of Gotham,0
Clemente: The Passion and Grace of Baseball's Last Hero,1
The Kane Chronicles Survival Guide,1
I Heart Vegas,1
A Secret Gift: How One Man's Kindness & a Trove of Letters Revealed the Hidden History of the Great Depression,0
Wild About You,2
Tributary,2
Tintin in America,0
Tintin and the Picaros,1
Mass Effect: Revelation,0
The Gathering Storm,1
Bloodlands: Europe Between Hitler and Stalin,2
The Redwall Collection,2
Phaedo,1
Thunder Bay,2
Ice,0
The Star Garden,1
The Inhabited Woman,2
Fashionably Dead,1
The Original Illustrated Sherlock Holmes,2
Just One Night,1
Beautiful Names of Allah,2
Flawed Dogs: The Shocking Raid on Westminster,1
The Final Formula,1
Trapped,2
Dangerous Creatures,0
Burn,0
Pale Kings and Princes,2
Hanna's Daughters,0
The Wave,0
That Old Ace in the Hole,0
The White Princess,1
Blood and Thunder: An Epic of the American West,2
The Golden Sword,1
Highly Illogical Behavior,1
Crimson Frost,2
Slaves of the Mastery,1
The War on Women,2
RoseBlood,0
Peculiar Treasures,2
Who Goes There?,0
Darker,1
Catch a Falling Star,0
The Stainless Steel Rat,1
Then Came You,0
The Tuscan Child,1
Fifty-one Shades: A Parody (First Three Chapters),0
The State of the Art,0
The Politics of Obedience: The Discourse of Voluntary Servitude,1
Montmorency: Thief Liar Gentleman?,0
Chobits Vol. 6,1
Native Tongue,1
The Want-Ad Killer,1
Bread and Wine,0
Elizabeth and Mary: Cousins Rivals Queens,1
I Like It Like That,0
Return of the Guardian-King,2
The Woman Who Loved Reindeer,0
How to Talk So Kids Will Listen & Listen So Kids Will Talk,2
Out of the Deep I Cry,2
Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,1
Thirty Nights with a Highland Husband,0
Shadow's Witness,1
These High Green Hills,2
Out to Canaan,2
In This Mountain,2
Split Infinity,1
Pleasure,2
Lessons from a Dead Girl,0
The Darkest Fire,1
The Leopard Prince,1
About a Dragon,2
Nightmare,1
Five Go Adventuring Again,1
Prophet,1
Inner Demons,1
Rival Demons,2
Where White Men Fear to Tread: The Autobiography of Russell Means,1
Going Under,0
Carrier of the Mark,0
I Alex Cross,1
The Three Little Wolves and the Big Bad Pig,2
Ashes Ashes,0
The Borrowed House,2
Mackenzie's Mission,1
The Dead of Night,2
Oracle,1
Don't Hex with Texas,1
Sometimes Never,1
Babe in Boyland,0
Famous Last Words,1
Games People Play,0
Ask For It,0
Stay Out of the Basement,0
Stealing Heaven,0
The Glorious Cause,2
All He Desires,1
The Golden Name Day,2
This Book Is Full of Spiders,2
Clash,2
The Sandman Omnibus Vol. 1,2
Life Before Legend,1
Changing the Game,1
The Key,1
Darkness Hunts,2
Promise Me,1
After I Do,1
Just in Case,0
By Darkness Hid,2
Someone to Run With,2
Reality Boy,0
Attack on Titan: No Regrets Vol. 1,2
The Wood's Edge,2
Grounded: The Adventures of Rapunzel,2
The Shadow Over Innsmouth,1
Inspiration: Your Ultimate Calling,2
Being Jazz: My Life as a (Transgender) Teen,1
Den of Wolves,2
The Train Was on Time,0
The Plague Dogs,0
The Encyclopedia of Early Earth,1
The Fortunate Ones,0
Tears of the Silenced: A True Crime and an American Tragedy; Severe Child Abuse and Leaving the Amish,2
The Heart Goes Last,0
All We Ever Wanted,0
Long Way Down,2
Lab Girl,1
The Bride Test,1
I Was Born for This,1
The Dogs of Winter,2
Survival of the Sickest: A Medical Maverick Discovers Why We Need Disease,2
Conspiracy in Death,2
The Resurrection of the Son of God,2
Modern Times: The World from the Twenties to the Nineties,2
The Trees,1
The 19th Wife,0
Silent in the Grave,1
Hunting Fear,2
Return,2
Decider,1
Cry in the Night,2
The Power That Preserves,1
Dead Aim,1
Born on the Fourth of July,0
Tuesday's Child,0
Exile and the Kingdom,1
Tempest Rising,0
Wildwing,0
The Highwayman,1
The Immortal Realm,1
Secrets of the Shopping Mall,0
Raintree: Inferno / Raintree: Sanctuary / Raintree: Haunted,1
Tempestuous,1
Plague of the Dead,0
The Year I Turned Sixteen,2
Death by Denim,1
The Princes of Ireland,0
Circles of Seven,2
Ronin,0
Kitchen Princess Vol. 01,2
Found,2
The Dream Songs,2
Demon Apocalypse,2
Enchantress from the Stars,1
Deadly Little Voices,2
A Girl Like You,1
The Violets of March,0
Black Moon,1
Pillow Talk,0
Rise,0
The Foot Book: Dr. Seuss's Wacky Book of Opposites,1
The Dark Rival,0
A Change of Fortune,1
Land of Black Gold,1
Avatar: The Last Airbender: The Search Part 1,2
The Book of Atrus,1
In the Ruins,0
The Keeper,2
The Impact of You,0
Unchained - Nephilim Rising,1
Sins of the Demon,1
A Bride's Story Vol. 1,2
Mass Effect: Ascension,0
Secret,2
Celebrity in Death,2
Saved,2
Tales from the Perilous Realm,1
Layla and Majnun,1
Insignia,2
Past Caring,1
The World of Robert Jordan's the Wheel of Time,1
Hunted,2
Armageddon Outta Here,2
The Madman of Piney Woods,1
November of the Heart,1
Tintin and the Lake of Sharks,0
Borders of Infinity,2
Dark Frost,1
Cuts Like An Angel,2
The Promise,2
I Can Be a Better You,1
Natchez Burning,2
Magic Marks the Spot,1
The Facts of Life,1
Sapphire Battersea,2
Little Darlings,1
The Last Mrs. Parrish,1
Locke & Key Vol. 5: Clockworks,2
The Discourses,1
Mirror Mirror,0
Rebel,1
Stone Cold,1
Mirror Mirror,0
Confessions of a Crap Artist,0
Fire by Night,2
The First Wives Club,1
I'll Scream Later,0
Forever,2
Betwixt,0
Dragon Harper,1
Ironhand's Daughter,1
Gone with the Wind Letters,2
Shadowbred,2
Dawn of Night,2
Leonardo's Notebooks,1
All Souls: A Family Story from Southie,1
Pink and Say,2
One Man's Wilderness: An Alaskan Odyssey,2
The Horse's Mouth,1
Intwine,1
Sixpence House: Lost in a Town of Books,0
Death by Bikini,0
You Wish,0
Joker,1
Blood Body and Mind,0
Past Perfect,0
One on One,1
The River King,0
Personal Demons,0
Lion of Ireland,2
Heartburn,0
Fire and Ice,0
The Shadow of the Bear,2
Songmaster,0
Kaspar Prince of Cats,2
Catch of the Day,1
A Waltz for Matilda,2
Jaina Proudmoore: Tides of War,1
Across The Hall,0
Wicked Ties,1
Flashman at the Charge,2
Tintin in the Land of the Soviets,0
Legend,1
Practical Demonkeeping,0
Second Rate Chances,0
Heart-Shaped Bruise,1
A Million Miles in a Thousand Years: What I Learned While Editing My Life,2
Flash Point,0
South: The Story of Shackleton's Last Expedition 1914-1917,2
Concerning the Spiritual in Art,0
Quincas Borba,1
Moments in Time: The Complete Novella Collection,1
The Day the Crayons Quit,2
Lies & Omens,1
Darkness Splintered,2
Monster,0
American Savages,2
Chariots of The Gods,0
Small Steps,0
Tegami Bachi: Letter Bee Volume 1,1
Blackwater: The Complete Caskey Family Saga,2
Eleanor Roosevelt Volume 1: 1884-1933,1
Random Acts of Senseless Violence,1
Crimson Bound,0
Little Peach,1
Heaven,2
Resistance,2
The Scroll of Seduction,0
Laurus,2
Last Letters of Jacopo Ortis,0
The Boy on the Bridge,1
El Deafo,2
The Lives of Animals,0
Complicity,0
There's Treasure Everywhere,2
10% Happier: How I Tamed the Voice in My Head Reduced Stress Without Losing My Edge and Found Self-Help That Actually Works,1
Persepolis Rising,2
How to Run with a Naked Werewolf,2
The Land of Laughs,1
Bread Givers,0
Jesus of Nazareth: From the Baptism in the Jordan to the Transfiguration,2
Fear Itself,1
The Mayor of Castro Street: The Life and Times of Harvey Milk,2
Slander: Liberal Lies About the American Right,0
Lust Killer,1
Fatal Remedies,1
The Pretty Committee Strikes Back,0
New Seeds of Contemplation,2
Rabelais and His World,2
The End of History and the Last Man,0
The Illearth War,1
Outlaws of the Marsh,2
The Hungry Tide,1
The Killing Kind,2
The Prize,1
Damien,2
Screaming in the Silence,0
Shadow Music,1
Pretty Little Liars Box Set,2
Alphabet Weekends,0
Only Yours,2
Rogue,2
The Queen,2
Walking on Glass,0
Sugar and Spice,0
The Last Defender of Camelot,1
Vampire Hunter D,1
A Rule Against Murder,2
Heir of Sea and Fire,2
Harpist in the Wind,2
The Dot,2
Bradbury Stories: 100 of His Most Celebrated Tales,2
The Mayfair Moon,0
Kindred,1
The Ballad of Aramei,1
Riveted,1
Tallgrass,0
Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,2
The Rising Force,0
Iron in the Soul,1
Mass Effect: Retribution,0
Prisoner of the Inquisition,0
Rashed My Friend,2
The Devil's Right Hand,0
The Harper Hall of Pern,2
The Forgotten Ones,2
The Indian Bride,0
The Cat Who Went to Heaven,0
It Does Not Die,1
Illuminate,0
Legend Trilogy Boxed Set,2
A Fortune-Teller Told Me: Earthbound Travels in the Far East,2
Fallen from Grace,0
Darkness Falls,2
Tales of Terror from the Black Ship,1
Lethal,1
East of the Sun,0
The Brightest Star in the Sky,0
Stranger and Stranger,1
Batman: Hush,2
It's All Greek to Me,0
The Greek Myths,2
The Zodiac Legacy: Convergence,0
Listen to the Moon,2
Tales of the Peculiar,2
Stuck-Up Suit,1
Daredevil: The Man Without Fear,2
Arctic Dreams,2
The Falconer,0
See Jane Run,1
Friend Request,0
Salt,2
The Shadows Between Us,1
Little Man What Now?,1
The Help Meets Journey: A Yearly Companion Journal for Created To Be His Help Meet,1
Miguel Street,1
Bring Me the Head of Prince Charming,0
The Fields,2
In Love and War,2
Mere Christianity and The Screwtape Letters,2
The Seeing Stone,0
A Short History of Tractors in Ukrainian,0
Enchanter,1
Olivia,1
Homecoming,1
Leven Thumps and the Whispered Secret,1
Duncan's Bride,1
The Anvil of the World,1
Life Sucks,0
The Pursuit of Love,1
The Hand That First Held Mine,1
Shadowrealm,2
Ecstasy,1
A Match Made in High School,0
Halo: The Fall of Reach The Flood First Strike,2
The Lost Queen,0
The Seventh Daughter,0
Bliss,0
Reincarnation,0
Bloodchild and Other Stories,2
Cadillac Desert: The American West and Its Disappearing Water,2
Pinball 1973,0
His Purrfect Mate,1
The Heart Mender: A Story of Second Chances,2
Saturnin,2
Black Trillium,0
Now You See Her,1
Severed,1
Relentless,1
Wolfsbane,2
The Deepest Cut,1
Sorcerer's Apprentice,2
Lost,1
Uther,2
The HarperCollins Study Bible: Fully Revised & Updated,2
Racing Hummingbirds,2
The Haunted Bookshop,0
The Mystery of the Blue Train,0
Darke,2
Mathilda,0
Stolen,1
Mine Till Midnight,1
Hostage,1
The Melancholy of Resistance,2
Hold Me Closer Necromancer,1
Bittersweet Moments,2
Immortal,2
An Oath of the Blood,0
Lorna Doone,0
Barabbas,0
The Untouchables,2
Love's Suicide,1
The End of the World,2
The Paradox,1
Black Wolves,1
Reawakened,0
The House of Shattered Wings,0
Updraft,0
Dreamstrider,0
An Inheritance of Ashes,0
Hunter,1
City of Blades,2
The Spider's War,1
The Price of Valour,2
The Dinosaur Lords,0
Batman: Knightfall Part One: Broken Bat,1
Where Angels Fear to Tread,0
The Ones Who Walk Away from Omelas,2
Pucked Over,2
Homecoming,0
The Wolf Wilder,1
Reflections Of A Man,2
Wrong Planet - Searching for your Tribe,2
The Boys Who Challenged Hitler: Knud Pedersen and the Churchill Club,1
A Map of Days,2
A Certain Age,0
Orphan Monster Spy,0
Amal Unbound,2
Spin the Dawn,1
Friends in High Places,1
Revenge of the Wannabes,0
Best Friends for Never,0
Sold,2
Moon Dance,0
StarCrossed,0
Exile's Honor,2
Charlotte Sometimes,1
Emotionally Weird,0
10 Things to Do Before I Die,0
News of a Kidnapping,0
Tribes: We Need You to Lead Us,0
Firegirl,0
The Pursuit of Happiness,1
Spud,1
Deathwish,1
Lives Other than My Own: A Memoir,1
Vampire Crush,0
Fräulein Else,0
A Gathering of Old Men,1
Rainbow Road,1
Little Lord Fauntleroy,0
Original Sin,0
Don't Look Now,0
Dreaming Awake,1
Eloise,2
Seven Days in the Art World,0
The Fairy Rebel,1
Eragon's Guide to Alagaësia,1
Bone: Quest for the Spark Vol. 1,2
Smitten,1
Ashen Winter,1
Living to Tell the Tale,1
The Fallen Legacies,2
Stronghold,1
Legend of the Sword,2
Big Nate Strikes Again,2
You Were Mine,2
Fury's Kiss,2
Uncle Montague's Tales of Terror,1
Be Careful What You Wish For,1
Cinderella Screwed Me Over,0
Archangel's Enigma,2
The Initiation,0
Breaker's Reef,2
Report to Greco,2
Take a Chance on Me,1
Paladin,1
Bellefleur,0
The Heartbroken Heartbreaker,2
None of the Above,0
The Complete Works of Edgar Allan Poe,2
Hetty Feather,2
Clothes Clothes Clothes. Music Music Music. Boys Boys Boys,2
Bob,1
xxxHolic Vol. 2,2
Madouc,2
Possession,0
Betsy in Spite of Herself,2
The Ladies of Missalonghi,0
French Women Don't Get Fat: The Secret of Eating for Pleasure,0
The Copper Beech,1
Devil's Footsteps,0
Dark Moon,1
For the Sake of Elena,1
Murder Game,2
The Tough Guide to Fantasyland,1
She Who Remembers,1
The Girl With Glass Feet,0
Only in the Movies,0
Conrad's Fate,1
My Friend Flicka,2
Blackout,2
Tishomingo Blues,0
Masters & Slayers,1
The Man Without a Face,0
Eternal Hunter,1
Rekindled,1
Six Not-So-Easy Pieces: Einstein's Relativity Symmetry and Space-Time,2
Revelations,0
Saving Private Ryan,2
The Pawn,1
Awakening the Buddha Within: Eight Steps to Enlightenment,2
The Rats,1
Stopping by Woods on a Snowy Evening,2
The Mystery of Edwin Drood,0
Survivor,0
The Last Train: A Holocaust Story,1
Start: Punch Fear in the Face Escape Average and Do Work that Matters,1
Sister Missing,1
The Neptune Project,2
Echo Burning,1
Chimera,0
Library of the Dead,0
The Further Adventures of Sherlock Holmes: The Veiled Detective,2
Mornings in Jenin,2
Messiah's Handbook: Reminders for the Advanced Soul,2
People of the Fire,1
The White Disease,2
Confederates,1
The Intern,0
A Whole New World,0
Inherit the Stars,0
The Vanishing Throne,2
On Stranger Tides,0
Outbound Flight,1
First Frost,1
Too Late,1
The Cloak Society,2
The Wright Brothers,2
Island of Dragons,2
The Radium Girls: The Dark Story of America's Shining Women,2
The Adventure of Charles Augustus Milverton (The Return of Sherlock Holmes #7),1
Touched,0
Unfaithful,2
Need to Know,0
Suicide Casanova,0
Nausicaä of the Valley of the Wind Vol. 6,2
Before the Coffee Gets Cold,0
Eleven Things I Promised,0
When It's Real,1
Matt: the Beginning,2
The Peddler's Road,0
Without Reservations: The Travels of an Independent Woman,0
A Collection of Essays,2
Heat,1
David Attenborough's Life on Air: Memoirs of a Broadcaster,2
Walking Across Egypt,1
Living Sober,2
The Book of D'ni,1
Halos,1
What They Always Tell Us,1
Re: Colonised Planet 5 Shikasta,0
City of Bones,1
The Regulators,0
The Luckiest Girl in the World,0
Heaven and Hell,1
X-Men: The Dark Phoenix Saga,2
Vice: New and Selected Poems,1
Loose Girl: A Memoir of Promiscuity,0
Heaven and Earth,2
Vampire Rites Trilogy,2
Do You Come Here Often?,0
The Stand: Captain Trips,2
The Rook,2
Freewill,1
The Golden Spiral,0
Nathaniel,0
Captain Alatriste,0
Spies,0
Andy Goldsworthy: A Collaboration with Nature,0
Sailor Twain: Or: The Mermaid in the Hudson,0
Tintin: Complete Companion,2
The Black Island,1
My Story,1
Life & Laughing: My Story,1
Going Under,1
Five Go Off in a Caravan,1
The Fall and Rise of Reginald Perrin,1
Johnny Angel,0
Running Scarred,0
Sixty-One Nails,0
Island of Fire,2
How to Ruin Your Boyfriend's Reputation,1
How to Ruin My Teenage Life,1
Fading,1
Under the Hawthorn Tree,0
Red-Headed Stepchild,0
Resistance,0
Bound by Hatred,1
The Lost Conspiracy,1
Mermen,0
MerMadmen,1
Red River Vol. 1,2
Forge of Darkness,1
Run with the Horsemen,2
Tarantula,0
On the Edge of Gone,1
The Greek Myths: 1,1
The Element: How Finding Your Passion Changes Everything,1
The Grand Tour,0
Complete Shorter Fiction,2
The Rosary,1
Sunrise,2
Flappers and Philosophers,1
Runaways Deluxe Vol. 1,2
Leven Thumps and the Wrath of Ezra,1
Y: The Last Man Vol. 10: Whys and Wherefores,2
Galway Bay,2
If God Is Love: Rediscovering Grace in an Ungracious World,2
The Last Leopard,2
Election,0
Claimed by the Highlander,1
Chasers,0
A Chalice of Wind,0
The Greenlanders,1
The Fractal Geometry of Nature,2
Revealed,2
Tattoos on the Heart: The Power of Boundless Compassion,2
Dull Boy,0
The People of the Abyss,1
The Glass Swallow,1
Fear is the Key,1
The Meaning of Night,0
The Saddest Girl in the World,2
Awry,2
Berserk,0
Flight 714 to Sydney,1
The Buddha in the Attic,0
Marathon Man,1
Storybound,0
When I Stop Talking You'll Know I'm Dead: Useful Stories from a Persuasive Man,1
A Cast of Stones,2
Death of a Naturalist,2
Bring Me Home,2
Baby Proof,0
The Firebird,1
The Originals,0
The Prey,1
Shiva's Fire,1
The Second World War,2
Ruin Box Set 1-3,2
The Evil We Love,1
Yu-Gi-Oh! Vol. 1: The Millenium Puzzle,1
An Ordinary Man: An Autobiography,2
The Drafter,0
The Veil,0
Dark Heir,2
Cracked,1
Sword Art Online: Progressive Vol. 1,2
